ticker,date_pulling,industry,sector,marketCap,currentPrice,enterpriseValue,totalCashPerShare,Total Assets,Current Liabilities,EBIT,Operating Income,ttm_latest
GRMN,2024-08-18,Scientific & Technical Instruments,Technology,33072340992.0,172.06,30980837376.0,11.582,8883322000.0,1624323000.0,1251260000.0,1251260000.0,2024-06-30
GSM,2024-08-18,Other Industrial Metals & Mining,Basic Materials,852997888.0,4.54,930067904.0,0.763,1670585000.0,549239000.0,133388000.0,161406000.0,2024-06-30
GT,2024-08-18,Auto Parts,Consumer Cyclical,2436920832.0,8.56,11301920768.0,2.771,22025000000.0,7709000000.0,244000000.0,895000000.0,2024-06-30
GTIM,2024-08-18,Restaurants,Consumer Cyclical,29032560.0,2.7,71573568.0,0.448,90077000.0,16543000.0,84000.0,1746000.0,2024-06-30
GTLS,2024-08-18,Specialty Industrial Machinery,Industrials,4939384320.0,115.39,8838194176.0,5.884,9277500000.0,1926200000.0,509800000.0,541100000.0,2024-06-30
HALO,2024-08-18,Biotechnology,Healthcare,7527206400.0,59.42,8531372544.0,4.176,1969453000.0,133360000.0,435462000.0,402091000.0,2024-06-30
HAYN,2024-08-18,Metal Fabrication,Industrials,763392320.0,59.71,844915456.0,0.927,685757000.0,66381000.0,53870000.0,51541000.0,2024-06-30
HCKT,2024-08-18,Information Technology Services,Technology,708879296.0,25.64,715934976.0,0.692,187524000.0,46806000.0,49261000.0,50541000.0,2024-06-30
HCSG,2024-08-18,Medical Care Facilities,Healthcare,782998720.0,10.67,726042560.0,1.439,799702000.0,209483000.0,51320000.0,44877000.0,2024-06-30
HDSN,2024-08-18,Specialty Chemicals,Basic Materials,363263168.0,7.98,338530464.0,0.671,300917000.0,42308000.0,53436000.0,53436000.0,2024-06-30
HEES,2024-08-18,Rental & Leasing Services,Industrials,1675296256.0,45.87,3392201472.0,0.238,2850817000.0,199248000.0,282915000.0,273920000.0,2024-06-30
HELE,2024-08-18,Household & Personal Products,Consumer Defensive,1175227136.0,51.515,1941070976.0,0.911,2820951000.0,427675000.0,252192000.0,263903000.0,2024-05-31
HIBB,2024-08-18,Apparel Retail,Consumer Cyclical,1045330496.0,87.49,1339912832.0,2.4,909222000.0,236214000.0,137385000.0,137021000.0,2024-01-31
HIMX,2024-08-18,Semiconductors,Technology,990685120.0,5.67,1234281088.0,1.453,1674866000.0,763470000.0,63838000.0,54886000.0,2024-06-30
HNRG,2024-08-18,Thermal Coal,Energy,244513088.0,5.74,297647264.0,0.151,595169000.0,195539000.0,1981000.0,8982000.0,2024-06-30
HOFT,2024-08-18,"Furnishings, Fixtures & Appliances",Consumer Cyclical,156066944.0,14.61,187168480.0,3.889,335530000.0,62912000.0,7438000.0,5213000.0,2024-04-30
HOLI,2024-08-18,Electrical Equipment & Parts,Industrials,1643316096.0,26.42,1004574336.0,11.38,1801205000.0,501604000.0,87068000.0,68340000.0,2024-03-31
HOLX,2024-08-18,Medical Instruments & Supplies,Healthcare,18925522944.0,81.48,19037114368.0,10.538,8890100000.0,1002400000.0,907400000.0,883500000.0,2024-06-30
HSIC,2024-08-18,Medical Distribution,Healthcare,8842951680.0,69.79,13034937344.0,1.089,10251000000.0,2549000000.0,568000000.0,605000000.0,2024-06-30
HSII,2024-08-18,Staffing & Employment Services,Industrials,758245376.0,37.32,557523456.0,14.612,1016325000.0,306749000.0,79255000.0,79255000.0,2024-06-30
HSTM,2024-08-18,Health Information Services,Healthcare,847473792.0,27.87,783254016.0,2.73,499555000.0,111883000.0,19218000.0,19218000.0,2024-06-30
HTHT,2024-08-18,Lodging,Consumer Cyclical,9027152896.0,28.81,119097016320.0,2.41,61444000000.0,15046000000.0,5435000000.0,5057000000.0,2024-03-31
HUBG,2024-08-18,Integrated Freight & Logistics,Industrials,2688326144.0,43.24,2986426880.0,3.543,2858703000.0,635154000.0,158426000.0,145712000.0,2024-06-30
HURN,2024-08-18,Consulting Services,Industrials,1863795712.0,104.76,2251342848.0,1.445,1325913000.0,225751000.0,158482000.0,158482000.0,2024-06-30
HWKN,2024-08-18,Specialty Chemicals,Basic Materials,2472734208.0,118.29,2607417344.0,0.425,702738000.0,97992000.0,112553000.0,111340000.0,2024-06-30
IART,2024-08-18,Medical Devices,Healthcare,1672667904.0,21.56,3387147520.0,3.827,4074495000.0,328316000.0,86140000.0,63575000.0,2024-06-30
ICFI,2024-08-18,Consulting Services,Industrials,2979737088.0,158.86,3608437504.0,0.45,2005777000.0,392043000.0,158982000.0,152173000.0,2024-06-30
ICLR,2024-08-18,Diagnostics & Research,Healthcare,26707523584.0,322.49,29820655616.0,6.117,16968861000.0,2742331000.0,1025713000.0,1124926000.0,2024-06-30
ICUI,2024-08-18,Medical Instruments & Supplies,Healthcare,3869944576.0,158.44,5224371200.0,13.301,4286667000.0,511907000.0,7344000.0,39232000.0,2024-06-30
IDCC,2024-08-18,Software—Application,Technology,3384732928.0,134.69,3113496832.0,30.257,1636295000.0,699347000.0,367785000.0,316622000.0,2024-06-30
IDXX,2024-08-18,Diagnostics & Research,Healthcare,40515903488.0,492.26,41182187520.0,4.879,3414867000.0,1116702000.0,1096016000.0,1083344000.0,2024-06-30
IESC,2024-08-18,Engineering & Construction,Industrials,3414274304.0,170.9,3571475456.0,2.989,1155336000.0,474191000.0,279004000.0,277740000.0,2024-06-30
III,2024-08-18,Information Technology Services,Technology,160856000.0,3.29,227513120.0,0.241,235326000.0,47915000.0,4660000.0,3979000.0,2024-06-30
IIIN,2024-08-18,Metal Fabrication,Industrials,628459136.0,32.32,532701056.0,5.027,414615000.0,44715000.0,26577000.0,21106000.0,2024-06-30
IMKTA,2024-08-18,Grocery Stores,Consumer Defensive,1373864960.0,72.33,1594751104.0,18.677,2545721559.0,322378511.0,233703083.0,209924985.0,2024-06-30
IMMR,2024-08-18,Software—Application,Technology,341483456.0,10.72,162376848.0,5.623,244702000.0,30108000.0,31110000.0,31282000.0,2024-03-31
INCY,2024-08-18,Biotechnology,Healthcare,11971891200.0,62.16,10490065920.0,7.889,4661803000.0,1337055000.0,353651000.0,50840000.0,2024-06-30
INFA,2024-08-18,Software—Infrastructure,Technology,7273541120.0,24.01,8016663552.0,3.725,5121805000.0,878873000.0,135940000.0,118870000.0,2024-06-30
INOD,2024-08-18,Information Technology Services,Technology,494548928.0,17.06,482399616.0,0.57,65973000.0,26374000.0,4445000.0,4445000.0,2024-06-30
INTC,2024-08-18,Semiconductors,Technology,89240125440.0,20.87,118201122816.0,6.846,206205000000.0,32027000000.0,1036000000.0,509000000.0,2024-06-30
INTG,2024-08-18,Lodging,Consumer Cyclical,37226316.0,17.02,186703376.0,10.263,118955000.0,18735000.0,2300000.0,1272000.0,2024-03-31
INTT,2024-08-18,Semiconductor Equipment & Materials,Technology,89116056.0,7.12,99976512.0,1.661,160554000.0,36250000.0,5271000.0,3590000.0,2024-06-30
IOSP,2024-08-18,Specialty Chemicals,Basic Materials,2713374976.0,108.79,2524577280.0,9.631,1700300000.0,332800000.0,182200000.0,182200000.0,2024-06-30
IPAR,2024-08-18,Household & Personal Products,Consumer Defensive,4081496832.0,127.45,4372451328.0,2.395,1363992000.0,332436000.0,244280000.0,238883000.0,2024-06-30
IPGP,2024-08-18,Semiconductor Equipment & Materials,Technology,2985261824.0,67.5,1938777728.0,24.056,2495431000.0,190483000.0,112891000.0,112891000.0,2024-06-30
IRDM,2024-08-18,Telecom Services,Communication Services,3203443968.0,27.06,4806581760.0,0.537,2717656000.0,117506000.0,170639000.0,167868000.0,2024-06-30
IRWD,2024-08-18,Drug Manufacturers—Specialty & Generic,Healthcare,690072512.0,4.32,1224804480.0,0.661,395620000.0,45510000.0,119488000.0,126419000.0,2024-06-30
ISRG,2024-08-18,Medical Instruments & Supplies,Healthcare,170207461376.0,478.98,165538545664.0,13.387,16649900000.0,1487500000.0,1952700000.0,1952700000.0,2024-06-30
ISSC,2024-08-18,Aerospace & Defense,Industrials,122500000.0,7.0,131843000.0,0.03,59782945.0,16152889.0,9796018.0,8947968.0,2024-06-30
ITRI,2024-08-18,Scientific & Technical Instruments,Technology,4364538880.0,97.07,4733267968.0,20.476,3283940000.0,535187000.0,245949000.0,238207000.0,2024-06-30
ITRN,2024-08-18,Scientific & Technical Instruments,Technology,537922944.0,27.04,494147776.0,2.727,321195000.0,92852000.0,67418000.0,67439000.0,2024-03-31
JACK,2024-08-18,Restaurants,Consumer Cyclical,1011000384.0,52.86,4170849280.0,1.132,2745219000.0,438501000.0,79859000.0,270249000.0,2024-06-30
JAKK,2024-08-18,Leisure,Consumer Cyclical,245494640.0,22.35,255929744.0,1.611,378251000.0,161757000.0,33126000.0,33378000.0,2024-06-30
JAZZ,2024-08-18,Biotechnology,Healthcare,6852168192.0,110.96,10657890304.0,32.157,11361868000.0,1556025000.0,567329000.0,588539000.0,2024-06-30
JBHT,2024-08-18,Integrated Freight & Logistics,Industrials,17374504960.0,170.36,19191623680.0,0.525,8415880000.0,1581460000.0,852696000.0,845072000.0,2024-06-30
JBSS,2024-08-18,Packaged Foods,Consumer Defensive,1163947008.0,100.31,1211711488.0,0.032,491928000.0,120390000.0,89483000.0,87257000.0,2024-03-31
JJSF,2024-08-18,Packaged Foods,Consumer Defensive,3329804800.0,171.43,3438251520.0,3.297,1380675000.0,203190000.0,122695000.0,121084000.0,2024-06-30
JKHY,2024-08-18,Information Technology Services,Technology,12033603584.0,165.07,12318417920.0,0.374,2770498000.0,375043000.0,509505000.0,487964000.0,2024-03-31
JVA,2024-08-18,Packaged Foods,Consumer Defensive,12501834.0,2.19,15962964.0,0.425,34922627.0,8245300.0,1001856.0,404044.0,2024-04-30
KALU,2024-08-18,Aluminum,Basic Materials,1121592576.0,69.72,2117590656.0,4.417,2315700000.0,396400000.0,95700000.0,98300000.0,2024-06-30
KELYA,2024-08-18,Staffing & Employment Services,Industrials,721670016.0,20.35,958015872.0,1.074,2628200000.0,812300000.0,46500000.0,44800000.0,2024-06-30
KELYB,2024-08-18,Staffing & Employment Services,Industrials,721670144.0,19.7,934896448.0,1.074,2628200000.0,812300000.0,46500000.0,44800000.0,2024-06-30
KEQU,2024-08-18,"Furnishings, Fixtures & Appliances",Consumer Cyclical,139110048.0,48.98,156427200.0,8.192,134766000.0,40780000.0,14918000.0,14104000.0,2024-04-30
KFRC,2024-08-18,Staffing & Employment Services,Industrials,1254596480.0,64.74,1256587008.0,0.006,362685000.0,102831000.0,73212000.0,73212000.0,2024-06-30
KLAC,2024-08-18,Semiconductor Equipment & Materials,Technology,110170693632.0,819.57,112486367232.0,33.506,15433566000.0,4660774000.0,3501285000.0,3635684000.0,2024-06-30
KMDA,2024-08-18,Drug Manufacturers—Specialty & Generic,Healthcare,318436416.0,5.54,288694752.0,0.815,351038000.0,40896000.0,15911000.0,16823000.0,2024-06-30
KTCC,2024-08-18,Computer Hardware,Technology,48213312.0,4.48,155706752.0,0.323,373377000.0,109403000.0,10865000.0,10173000.0,2024-03-31
KTOS,2024-08-18,Aerospace & Defense,Industrials,3195139072.0,21.16,3190545152.0,2.041,1914200000.0,272300000.0,45000000.0,43800000.0,2024-06-30
LAKE,2024-08-18,Apparel Manufacturing,Consumer Cyclical,177870672.0,24.05,174436448.0,3.845,171520000.0,21096000.0,9752000.0,6256000.0,2024-04-30
LAMR,2024-08-18,REIT—Specialty,Real Estate,12194398208.0,119.2,16761722880.0,0.762,6582421000.0,1064534000.0,693284000.0,684547000.0,2024-06-30
LAND,2024-08-18,REIT—Specialty,Real Estate,488119008.0,13.62,1039688576.0,1.621,1352553000.0,14553000.0,40480000.0,33336000.0,2024-06-30
LCUT,2024-08-18,"Furnishings, Fixtures & Appliances",Consumer Cyclical,159758464.0,7.21,406013536.0,0.178,616964000.0,145835000.0,16719000.0,32348000.0,2024-06-30
LECO,2024-08-18,Tools & Accessories,Industrials,10964404224.0,193.46,11852099584.0,4.811,3415249000.0,783567000.0,692528000.0,705594000.0,2024-06-30
LFUS,2024-08-18,Electronic Components,Technology,6365139456.0,256.78,6722544128.0,22.86,3924978000.0,418189000.0,290842000.0,294911000.0,2024-06-30
LFVN,2024-08-18,Packaged Foods,Consumer Defensive,101985816.0,8.03,98135464.0,1.368,61307000.0,22475000.0,4025000.0,4025000.0,2024-03-31
LGND,2024-08-18,Biotechnology,Healthcare,1867274496.0,102.21,1647920384.0,12.422,866405000.0,18565000.0,54551000.0,7978000.0,2024-06-30
LINC,2024-08-18,Education & Training Services,Consumer Defensive,376754560.0,11.97,456350816.0,2.128,366379000.0,66892000.0,12334000.0,10309000.0,2024-06-30
LIVE,2024-08-18,Home Improvement Retail,Consumer Cyclical,50732408.0,16.2,308846464.0,1.504,436816000.0,130031000.0,2855000.0,4203000.0,2024-06-30
LKQ,2024-08-18,Auto Parts,Consumer Cyclical,10606584832.0,40.29,16058587136.0,1.052,15211000000.0,2904000000.0,1238000000.0,1321000000.0,2024-06-30
LMAT,2024-08-18,Medical Instruments & Supplies,Healthcare,1904230784.0,84.75,1809544448.0,5.034,363079000.0,25446000.0,47918000.0,45640000.0,2024-06-30
LOGI,2024-08-18,Computer Hardware,Technology,13788227584.0,90.23,12331751424.0,10.041,3684916000.0,1140481000.0,669441000.0,669441000.0,2024-06-30
LOPE,2024-08-18,Education & Training Services,Consumer Defensive,4118733824.0,139.82,3829214208.0,11.767,992691000.0,107467000.0,280084000.0,266534000.0,2024-06-30
LPLA,2024-08-18,Capital Markets,Financial Services,16485218304.0,220.5,19787513856.0,18.279,11503727000.0,3086286000.0,1542923000.0,1542923000.0,2024-06-30
LQDT,2024-08-18,Internet Retail,Consumer Cyclical,694917440.0,22.76,573714432.0,4.48,325538000.0,143251000.0,24015000.0,24015000.0,2024-06-30
LRCX,2024-08-18,Semiconductor Equipment & Materials,Technology,113576624128.0,871.14,112712097792.0,44.853,18279650000.0,4430089000.0,4254810000.0,4012655000.0,2024-03-31
LSCC,2024-08-18,Semiconductors,Technology,6739806208.0,48.92,6649825792.0,0.793,827520000.0,80284000.0,145478000.0,145478000.0,2024-06-30
LSTR,2024-08-18,Integrated Freight & Logistics,Industrials,6668988416.0,188.11,6297951232.0,14.217,1755204000.0,605718000.0,269580000.0,269580000.0,2024-06-30
LULU,2024-08-18,Apparel Retail,Consumer Cyclical,32263016448.0,258.1,31764510720.0,15.205,6828495000.0,1383571000.0,2238405000.0,2238405000.0,2024-04-30
LUNA,2024-08-18,Scientific & Technical Instruments,Technology,81537944.0,2.35,113908808.0,0.178,165094000.0,35010000.0,442000.0,270000.0,2023-09-30
LWAY,2024-08-18,Packaged Foods,Consumer Defensive,275402848.0,18.62,260924704.0,0.989,84943000.0,13857000.0,19762000.0,19742000.0,2024-06-30
LYTS,2024-08-18,Electronic Components,Technology,434325312.0,14.91,486325952.0,0.14,287969000.0,66261000.0,36673000.0,36801000.0,2024-03-31
MANH,2024-08-18,Software—Application,Technology,15676500992.0,255.96,15435963392.0,4.306,665312000.0,362710000.0,238131000.0,238131000.0,2024-06-30
MARPS,2024-08-18,Oil & Gas Midstream,Energy,7820000.0,3.91,6993010.0,0.453,906797.0,0.0,748128.0,748128.0,2024-03-31
MASI,2024-08-18,Medical Devices,Healthcare,6567648768.0,123.43,7299874304.0,2.436,2893900000.0,546200000.0,131500000.0,159300000.0,2024-06-30
MAT,2024-08-18,Leisure,Consumer Cyclical,6532877824.0,19.22,8461685248.0,2.125,5905820000.0,1011163000.0,692673000.0,661610000.0,2024-06-30
MATW,2024-08-18,Conglomerates,Industrials,778402944.0,25.44,1631545600.0,1.417,1861877000.0,386152000.0,61518000.0,63771000.0,2024-06-30
MCHP,2024-08-18,Semiconductors,Technology,43376427008.0,80.85,49264234496.0,0.587,15839700000.0,1520300000.0,1885200000.0,1875600000.0,2024-06-30
MCRI,2024-08-18,Resorts & Casinos,Consumer Cyclical,1381139712.0,74.85,1385107968.0,1.816,672376000.0,136067000.0,110608000.0,110608000.0,2024-06-30
MDLZ,2024-08-18,Confectioners,Consumer Defensive,93666304000.0,70.12,112541138944.0,1.047,73096000000.0,22430000000.0,6530000000.0,6254000000.0,2024-06-30
MDXG,2024-08-18,Biotechnology,Healthcare,919024320.0,6.26,869236352.0,0.47,230183000.0,40012000.0,74260000.0,71152000.0,2024-06-30
MELI,2024-08-18,Internet Retail,Consumer Cyclical,100277936128.0,1977.97,98811011072.0,135.924,20030000000.0,12914000000.0,2179000000.0,2179000000.0,2024-06-30
MEOH,2024-08-18,Chemicals,Basic Materials,3037154816.0,45.07,5890051072.0,6.324,6423804000.0,1207264000.0,323617000.0,204098000.0,2024-06-30
MGEE,2024-08-18,Utilities—Regulated Electric,Utilities,3154900224.0,87.21,3920105216.0,0.45,2724642000.0,168077000.0,165432000.0,138441000.0,2024-06-30
MGIC,2024-08-18,Information Technology Services,Technology,511123712.0,10.41,513874592.0,2.563,526964000.0,157758000.0,60650000.0,56610000.0,2024-06-30
MGPI,2024-08-18,Beverages—Wineries & Distilleries,Consumer Defensive,1914758656.0,87.08,2210170112.0,0.956,1434097000.0,84791000.0,135856000.0,171343000.0,2024-06-30
MGRC,2024-08-18,Rental & Leasing Services,Industrials,2587334912.0,105.39,3372205568.0,0.383,2318335000.0,316684000.0,206974000.0,207035000.0,2024-06-30
MIDD,2024-08-18,Specialty Industrial Machinery,Industrials,7497619456.0,139.44,9466601472.0,8.567,7025783000.0,856863000.0,611130000.0,699131000.0,2024-06-30
MIND,2024-08-18,Scientific & Technical Instruments,Technology,6129201.0,4.36,44709196.0,0.657,34863000.0,10223000.0,206000.0,48000.0,2024-04-30
MKSI,2024-08-18,Scientific & Technical Instruments,Technology,8013280256.0,119.09,12283279360.0,12.647,8863000000.0,740000000.0,337000000.0,474000000.0,2024-06-30
MKTX,2024-08-18,Capital Markets,Financial Services,8833968128.0,234.0,8376592896.0,14.134,1886713000.0,431242000.0,341346000.0,317775000.0,2024-06-30
MLNK,2024-08-18,Software—Application,Technology,1621918848.0,21.4,2000825728.0,1.227,986936000.0,68748000.0,19976000.0,18788000.0,2024-06-30
MMLP,2024-08-18,Oil & Gas Midstream,Energy,139623936.0,3.58,643029888.0,0.001,535078000.0,98709000.0,66672000.0,69712000.0,2024-06-30
MMSI,2024-08-18,Medical Instruments & Supplies,Healthcare,5289406464.0,90.87,5523597824.0,10.942,2371839000.0,186215000.0,167423000.0,150895000.0,2024-06-30
MMYT,2024-08-18,Travel Services,Consumer Cyclical,10388670464.0,94.63,10156849152.0,6.022,1733383000.0,338342000.0,122103000.0,84847000.0,2024-06-30
MNDO,2024-08-18,Software—Application,Technology,37521332.0,1.85,20487250.0,0.864,28965000.0,4243000.0,4683000.0,4683000.0,2024-06-30
MNKD,2024-08-18,Biotechnology,Healthcare,1413474304.0,5.14,1495475456.0,0.92,443836000.0,80012000.0,46655000.0,45070000.0,2024-06-30
MNRO,2024-08-18,Auto Parts,Consumer Cyclical,794100736.0,26.54,1392999808.0,0.624,1712236000.0,468654000.0,67322000.0,67322000.0,2024-06-30
MNST,2024-08-18,Beverages—Non-Alcoholic,Consumer Defensive,45780897792.0,46.74,45027033088.0,1.597,8060904000.0,1160523000.0,2013640000.0,2013640000.0,2024-06-30
MNTX,2024-08-18,Farm & Heavy Construction Machinery,Industrials,77714096.0,3.81,180127936.0,0.25,255251000.0,93022000.0,18224000.0,19962000.0,2024-06-30
MORN,2024-08-18,Financial Data & Stock Exchanges,Financial Services,13551165440.0,316.33,14180175872.0,10.252,3403500000.0,837400000.0,381700000.0,365500000.0,2024-06-30
MPAA,2024-08-18,Auto Parts,Consumer Cyclical,124052616.0,6.28,373275520.0,0.477,977955000.0,391304000.0,32795000.0,40757000.0,2024-06-30
MPWR,2024-08-18,Semiconductors,Technology,44591501312.0,914.66,43299749888.0,26.814,2648132000.0,295159000.0,457158000.0,457158000.0,2024-06-30
MRTN,2024-08-18,Trucking,Industrials,1407665408.0,17.29,1330977664.0,0.948,1009887000.0,118976000.0,46592000.0,46592000.0,2024-06-30
MSEX,2024-08-18,Utilities—Regulated Water,Utilities,1090113920.0,61.14,1523711616.0,0.45,1274639000.0,134983000.0,56130000.0,46245000.0,2024-06-30
MSFT,2024-08-18,Software—Infrastructure,Technology,3110504235008.0,418.47,3132824485888.0,10.162,512163000000.0,125286000000.0,110722000000.0,109433000000.0,2024-06-30
MTSI,2024-08-18,Semiconductors,Technology,7674646528.0,106.31,7675027456.0,7.224,1705212000.0,103089000.0,98624000.0,61740000.0,2024-06-30
MYRG,2024-08-18,Engineering & Construction,Industrials,1677192448.0,101.6,1764567680.0,0.113,1583242000.0,747443000.0,72789000.0,68123000.0,2024-06-30
NATH,2024-08-18,Restaurants,Consumer Cyclical,298749120.0,73.14,338810752.0,6.36,58527000.0,18216000.0,35127000.0,34788000.0,2024-06-30
NATL,2024-08-18,Software—Application,Technology,2045263488.0,28.28,4788263424.0,5.323,5765000000.0,1853000000.0,237000000.0,311000000.0,2024-06-30
NATR,2024-08-18,Packaged Foods,Consumer Defensive,242637248.0,13.11,195082768.0,3.712,235831000.0,63649000.0,23323000.0,21801000.0,2024-06-30
NBIX,2024-08-18,Drug Manufacturers—Specialty & Generic,Healthcare,14642529280.0,145.01,13895266304.0,10.289,3305000000.0,398500000.0,499500000.0,544700000.0,2024-06-30
NCLH,2024-08-18,Travel Services,Consumer Cyclical,7074628608.0,16.09,20593999872.0,1.351,20113833000.0,6633916000.0,1204430000.0,1207603000.0,2024-06-30
NDAQ,2024-08-18,Financial Data & Stock Exchanges,Financial Services,40134094848.0,69.83,50073915392.0,0.734,30210000000.0,7791000000.0,1727000000.0,1861000000.0,2024-06-30
NDSN,2024-08-18,Specialty Industrial Machinery,Industrials,13725040640.0,239.66,15252028416.0,2.19,5171871000.0,536011000.0,691220000.0,684086000.0,2024-04-30
NEOG,2024-08-18,Diagnostics & Research,Healthcare,3499608064.0,16.15,4232696832.0,0.799,4548833000.0,154323000.0,59089000.0,58663000.0,2024-05-31
NFLX,2024-08-18,Entertainment,Communication Services,289287241728.0,674.07,299155259392.0,15.509,49098895000.0,10139999000.0,8926481000.0,8647874000.0,2024-06-30
NICE,2024-08-18,Software—Application,Technology,11251050496.0,177.3,10340517888.0,23.666,5051819000.0,938370000.0,512728000.0,486554000.0,2024-06-30
NINE,2024-08-18,Oil & Gas Equipment & Services,Energy,50635904.0,1.23,383217888.0,0.632,381722000.0,82963000.0,6261000.0,5410000.0,2024-06-30
NSIT,2024-08-18,Electronics & Computer Distribution,Technology,6649214464.0,204.05,7606537728.0,7.866,7352813000.0,4011423000.0,455889000.0,476646000.0,2024-06-30
NSSC,2024-08-18,Security & Protection Services,Industrials,2082195712.0,56.47,2000224896.0,2.374,194792000.0,19948000.0,41562000.0,41562000.0,2024-03-31
NSYS,2024-08-18,Medical Devices,Healthcare,31115958.0,11.265,47615924.0,0.558,76259000.0,23296000.0,5300000.0,5391000.0,2024-06-30
NTAP,2024-08-18,Computer Hardware,Technology,26826231808.0,130.5,26251128832.0,15.831,9887000000.0,4106000000.0,1327000000.0,1268000000.0,2024-04-30
NTES,2024-08-18,Electronic Gaming & Multimedia,Communication Services,57946460160.0,89.91,182799269888.0,41.908,195064872000.0,60049373000.0,28111537000.0,28111537000.0,2024-03-31
NVDA,2024-08-18,Semiconductors,Technology,3064456282112.0,124.58,3044467015680.0,1.278,77072000000.0,15223000000.0,49143000000.0,47740000000.0,2024-04-30
NVEC,2024-08-18,Semiconductors,Technology,392204800.0,81.14,370840704.0,4.484,66705284.0,1693316.0,17336513.0,17336513.0,2024-06-30
NVMI,2024-08-18,Semiconductor Equipment & Materials,Technology,6765754368.0,232.93,6469586432.0,18.515,1246996000.0,346368000.0,174368000.0,150648000.0,2024-06-30
NWPX,2024-08-18,Metal Fabrication,Industrials,439299680.0,44.29,616171712.0,0.49,631745000.0,100711000.0,40209000.0,39991000.0,2024-06-30
NWS,2024-08-18,Entertainment,Communication Services,15774074880.0,28.45,19147235328.0,3.474,16684000000.0,3055000000.0,631000000.0,805000000.0,2024-06-30
NWSA,2024-08-18,Entertainment,Communication Services,15774069760.0,27.4,18550222848.0,3.474,16684000000.0,3055000000.0,631000000.0,805000000.0,2024-06-30
NXPI,2024-08-18,Semiconductors,Technology,64814264320.0,254.44,72062246912.0,12.794,23196000000.0,3112000000.0,3773000000.0,3673000000.0,2024-06-30
NXST,2024-08-18,Broadcasting,Communication Services,5293248000.0,164.09,12239242240.0,4.526,11819000000.0,828000000.0,993000000.0,871000000.0,2024-06-30
ODFL,2024-08-18,Trucking,Industrials,42895826944.0,200.17,42851147776.0,0.488,5343096000.0,552754000.0,1691372000.0,1674147000.0,2024-06-30
OFLX,2024-08-18,Specialty Industrial Machinery,Industrials,479277344.0,47.48,439081408.0,4.528,99623000.0,13435000.0,23313000.0,23313000.0,2024-06-30
OLED,2024-08-18,Electronic Components,Technology,8985055232.0,189.35,8479198208.0,11.18,1776561000.0,151999000.0,232491000.0,232491000.0,2024-06-30
OMAB,2024-08-18,Airports & Air Services,Industrials,3190324992.0,66.19,34989596672.0,4.169,25907486000.0,4752860000.0,7834555000.0,7527290000.0,2024-06-30
ORLY,2024-08-18,Specialty Retail,Consumer Cyclical,64938541056.0,1119.52,72504983552.0,2.5,14393182000.0,8123208000.0,3249632000.0,3231737000.0,2024-06-30
OSIS,2024-08-18,Electronic Components,Technology,2455353856.0,144.02,2871851264.0,5.95,1831075000.0,761682000.0,183394000.0,191905000.0,2024-03-31
OSUR,2024-08-18,Medical Instruments & Supplies,Healthcare,311695488.0,4.18,56938524.0,3.586,466343000.0,28852000.0,18820000.0,18820000.0,2024-06-30
OTEX,2024-08-18,Software—Application,Technology,8584761344.0,32.01,13894009856.0,4.847,14205707000.0,2800494000.0,1280447000.0,1022390000.0,2024-06-30
OTTR,2024-08-18,Utilities—Diversified,Utilities,3716417792.0,88.85,4442143744.0,5.515,3460783000.0,270952000.0,424025000.0,407676000.0,2024-06-30
PAAS,2024-08-18,Gold,Basic Materials,7405220352.0,20.4,7880220160.0,1.015,7043900000.0,653200000.0,106500000.0,121300000.0,2024-06-30
PATK,2024-08-18,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2821481472.0,125.95,4291333632.0,1.962,3003870000.0,373667000.0,272422000.0,272422000.0,2024-06-30
PAYX,2024-08-18,Software—Application,Technology,45087899648.0,125.2,44470587392.0,4.173,10383100000.0,5309100000.0,2255300000.0,2174100000.0,2024-05-31
PCAR,2024-08-18,Farm & Heavy Construction Machinery,Industrials,49890209792.0,95.17,56549593088.0,14.886,41176600000.0,11631900000.0,5772900000.0,5772900000.0,2024-06-30
PCH,2024-08-18,REIT—Specialty,Real Estate,3284358912.0,41.62,4141582080.0,2.531,3379051000.0,275704000.0,49664000.0,32819000.0,2024-06-30
PCRX,2024-08-18,Drug Manufacturers—Specialty & Generic,Healthcare,596882048.0,12.94,841251712.0,8.763,1646820000.0,92690000.0,111785000.0,101133000.0,2024-06-30
PCYO,2024-08-18,Utilities—Regulated Water,Utilities,240030752.0,9.97,226570160.0,0.853,140404000.0,9026000.0,8431000.0,4500000.0,2024-05-31
PDCO,2024-08-18,Medical Distribution,Healthcare,2183336704.0,24.77,2830557184.0,1.37,2896732000.0,1332550000.0,287963000.0,252924000.0,2024-04-30
PDEX,2024-08-18,Medical Instruments & Supplies,Healthcare,67527024.0,19.75,73217008.0,2.28,50548000.0,10419000.0,6450000.0,6433000.0,2024-03-31
PEGA,2024-08-18,Software—Application,Technology,5825788928.0,68.21,5746776064.0,7.787,1536532000.0,1016566000.0,157849000.0,188324000.0,2024-06-30
PERI,2024-08-18,Internet Content & Information,Communication Services,423693376.0,8.75,43485476.0,8.353,937109000.0,177171000.0,82731000.0,80474000.0,2024-06-30
